股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
600270,外运发展,,,2015/3/24,证券时报,238,13,0,12.06,,23.54,3.82,3.82,,0.54,,13.45,54.28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987084865570068,0,0,0.9999115467071533,0,0,0.9972139398256937,0,0,0.888267715771993,0,0,0.9999078512191772,0,0,0.4999486207962036,0.49858441948890686,0,0.7788336634635925,0,0.19992274045944214,0.9978537559509277,0,0,0.8748682476580143,0.12496783584356308,0,0.9373438432812691,0.06248313561081886,0,0.7499185502529144,0,0.24989063292741776,0.6248469799757004,0.12448330223560333,0.24990170449018478,0.42852788312094553,0.2838586909430368,0.2771036539758955,0.8570573840822492,0.14116262538092478,0,0.799903154373169,0,0.1996961712837219,0.5999366998672485,0.19008548259735109,0.1996961712837219
600265,ST景谷,,,2015/3/24,21世纪经济报道,2588,15.8599999999999,1,-16.8124,-18.6068,-80.1245,0.4972,0.0175,-525.6216,0.2315,0.2315,124.9048,37.8983,17,0.7761959433555603,0,0,0.9999008178710938,0,0,0.9259201725323994,0,0.06644905805587768,0,0.8662924965222677,0.13323511282602946,0.9999096393585205,0,0,0.999911904335022,0,0,0.9999064207077026,0,0,0.9999064207077026,0,0,0.9995726611879137,0,0,0.9999061955346001,0,0,0.8692687526345253,0.12497024983167648,0,0.8723497539758682,0.12483132630586624,0,0.6664572954177856,0,0.33303302526474,0.8330955505371094,0,0.1665916939576467,0.9999082088470459,0,0,0.9999059438705444,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300345,红宇新材,,,2015/4/2,中国证券报,545,21,0,3.0561,2.7169,8.9741,3.1031,2.5836,28.9176,0.2426,0.2426,21.4447,34.761,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002653,海思科,,,2015/4/10,中国证券报,515,10.4,0,13.6835,12.936,33.41,1.3962,1.3169,49.6587,0.3974,0.3974,33.1813,57.0528,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300388,国祯环保,,,2015/4/11,中国经营报,4065,-23.26,1,5.8902,4.8594,7.2378,0.6734,0.6251,369.5202,0.319,0.319,76.9542,67.8215,-20,0.9999085664749146,0,0,0.9999101161956787,0,0,0.999906063079834,0,0,0.8520738482475281,0,0,0.9998692274093628,0,0,0.9999141693115234,0,0,0.7999136030673981,0.099899822473526,0.0999545156955719,0.8824900567531586,0.0997831642627716,0,0.7461222310860952,0.08331282436847687,0.16656707723935446,0.7484706242879232,0.08328721423943837,0.16656707723935446,0.714044315474374,0,0.2834433232034956,0.8568300349371774,0.142825186252594,0,0.7776837944984436,0.11108335521486071,0.11106871234046088,0.7766346004274156,0,0.222136828634474,0.7236979901790619,0.18717564642429352,0.06246770918369293,0.9108299911022186,0,0.06246770918369293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600872,中炬高新,,,2015/4/14,证券时报网,3330,-8.86,1,9.3079,8.8303,10.9045,3.2163,1.4011,68.5975,0.6429,0.6429,38.127,48.2294,-7,0.7776937948332893,0.18753650453355578,0,0.7777032852172852,0.18753650453355578,0,0.7614828811751472,0,0.15378618240356445,0.8725597725974189,0,0.06410900089475843,0.9998687505722046,0,0,0.9999021887779236,0,0,0.9642775356769562,0,0,0.8998011529445649,0,0.09878121018409729,0.4999287724494934,0,0.4124719500541687,0.9999090433120728,0,0,0.66654701034228,0.1666190524895986,0.10612267255783081,0.6665305495262146,0.1666190524895986,0.16623262564341226,0.9998248418172201,0,0,0.6666055917739868,0.329063614209493,0,0.7415500730276108,0.12483267486095428,0.12495175749063492,0.7449712231755257,0,0.1900578811764717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300187,永清环保,,,2015/4/15,上海证券报,502,3,0,6.1595,5.1545,14.3559,1.9181,1.5595,73.9905,0.3999,0.3999,42.3356,33.7847,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998440742492676,0,0,0.9996194839477539,0,0,0.4999055564403534,0.4997093081474304,0,0.49994081258773804,0.4998786151409149,0,0.9998990297317505,0,0,0.9999002814292908,0,0,0.7272012775594537,0.0903787612915039,0.18169744990088724,0.8178438273343173,0,0.1795332431793213,0.9998830556869507,0,0,0.9998589158058167,0,0,0.8570517982755389,0.1428048780986241,0,0.9993335178920201,0,0,0.9999056458473206,0,0,0.9999077916145325,0,0
002203,海亮股份,,,2015/4/20,中国证券报,498,5.7,0,6.6123,6.372,3.3569,1.1502,0.951,133.4792,1.5326,1.5326,55.1686,50.7135,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999101161956787,0,0,0.9999101161956787,0,0,0,0.9995562434196472,0,0,0,0.9996001124382019,0.7998968720436096,0,0.1966997742652893,0.5999428510665894,0.1981472373008728,0.1966997742652893,0.9999029040336609,0,0,0.8332050641377767,0,0.1590867539246877,0.7038576813305125,0.27632520479314465,0,0.6912295572897967,0.2341715132488924,0.05879935446907492,0.9719334170222282,0,0,0.8716657012701035,0,0.12495019286870956
002241,歌尔声学,,,2015/4/20,自媒体,573,7,1,9.2962,8.9363,10.5648,1.804,1.4401,103.6773,0.7381,0.7381,50.6598,44.7054,7,0.999891996383667,0,0,0.9999146461486816,0,0,0.8888033363554213,0,0.11103840006722344,0.6651478475994534,0,0.29021073712242973,0.9566594262917837,0,0,0.7934134403864542,0,0.1477836867173513,0.6666082938512167,0.1666288673877716,0.1666012704372406,0.6666077971458435,0.1666288673877716,0.1666012704372406,0.8459759996487544,0.15227102316342866,0,0.8460723528495202,0.15375203352708083,0,0.7774486641089121,0.22022315197520786,0,0.7775852216614617,0.16597619321611193,0.05553161104520162,0.9999091492758857,0,0,0.9998218086030748,0,0,0.5651633013849673,0.27670401334762573,0.11750011340431545,0.6955841209577478,0.2014700692632924,0.07403814792633057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600398,海澜之家,,,2015/4/28,其他,286,11,0,18.528,16.5871,24.8673,1.5065,0.7411,182.0211,0.7543,0.7543,64.364,19.5659,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998964667320251,0,0,0.9998964667320251,0,0,0.7498676180839539,0.24973756074905396,0,0.7493212297558784,0.24973756074905396,0,0.9999127984046936,0,0,0.49995702505111694,0.49987468123435974,0,0.9999055862426758,0,0,0.9999055862426758,0,0,0,0,0.9995662569999695,0,0,0.9995662569999695,0.3332676688830058,0.333258052666982,0.3325056234995524,0.3332903782526652,0.333258052666982,0.33245279391606647,0.9998525619506836,0,0,0.9996495366096496,0,0,0.999908447265625,0,0,0.999908447265625,0,0
600110,中科英华,,,2015/4/29,中国经济网,2480,32.6975,1,8.6729,9.5814,12.4984,0.9396,0.8595,205.0156,0.273,0.273,66.9672,50.0593,33,0,0.9995976090431213,0,0,0.9997733235359192,0,0,0.9070802927017212,0,0.9995304346084595,0,0,0.9227621188530555,0.07685862137721135,0,0.846080651650062,0.1422202495428232,0,0.7751806314502444,0.14277956102575576,0.07139929916177477,0.6783580780029297,0.15980359486171178,0.14269987387316568,0.8187847563198635,0.07141209925924029,0.07140075734683446,0.9202496920313153,0.07141209925924029,0,0.8284257706254721,0.11780881509184837,0.03123595379292965,0.9198813997209072,0.031188182532787323,0.03123595379292965,0.9999104738235474,0,0,0.9999104738235474,0,0,0.9998630285263062,0,0,0,0,0.9995808005332947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300265,通光线缆,,,2015/5/4,中国证券报,176,1,0,9.4648,9.08,10.1185,2.0977,1.7923,52.4283,0.7796,0.7796,34.3954,29.7598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998936653137207,0,0,0.9997393488883972,0,0,0.7996816873550415,0.19959690570831298,0,0.7161384582519531,0.18181123733520507,0,0.9998458623886108,0,0,0.9999010562896729,0,0,0.7499053478240967,0,0.18311788141727448,0.7499068379402161,0.10584811866283417,0,0.9999041557312012,0,0,0.9999052882194519,0,0,0.9999128580093384,0,0,0.9999134540557861,0,0,0.9999018907546997,0,0,0.9999071756998698,0,0,0.9978844523429871,0,0,0.9978844523429871,0,0
000927,*ST夏利,,,2015/5/5,每日经济新闻,1652,24.7,1,2.4987,2.6891,-45.4209,0.5345,0.4258,282.4294,0.5358,0.5358,73.4626,61.4554,22,0.7354727020630469,0.07634498064334576,0.15375643968582153,0.8451058176847605,0.15298068523406982,0,0.9999098777770996,0,0,0.9995613892873129,0,0,0.7142102888652256,0.28563454321452547,0,0.8570570945739746,0.14282547576086863,0,0.7141879030636379,0.07140070625713893,0.1692078070981162,0.8569927258150918,0.07140762891088213,0.07131153770855495,0.8047951424823088,0.058614674736471736,0.11759103045744054,0.9295079532791587,0,0.058799438616808725,0.9998994867006937,0,0,0.9999092221260071,0,0,0.9999075333277384,0,0,0.9998763932122124,0,0,0.7217218081156412,0.0274963958395852,0.23956344525019327,0.7905271268553205,0.05503415564695994,0.12968758907583025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600290,华仪电气,,,2015/5/8,中国证券报,199,-1,0,2.6168,2.1546,4.9393,2.4263,2.2403,74.4886,0.3406,0.3406,42.384,18.2849,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6659326553344727,0.33324629068374634,0,0.9992297490437826,0,0,0.7999135732650757,0,0.19991313219070433,0.7999135732650757,0,0.19991313219070433,0.6567336916923523,0.11102825403213501,0.22198963165283203,0.6567336916923523,0.06455317470762464,0.22204601764678955,0.8569644604410444,0.14263462168829782,0,0.6549246566636222,0.14263462168829782,0.14261725119182042,0.9998589555422465,0,0,0.9998984336853027,0,0,0.9998831748962402,0,0,0.9998831748962402,0,0,0.6666026512781779,0,0.3271019260088603,0.6666053136189779,0,0.30108410120010376,0.9860046058893204,0,0,0.749879002571106,0,0.19904306530952454
002174,游族网络,,,2015/5/10,自媒体,2769,80.104,1,23.8474,17.5315,28.0363,2.3306,2.3306,33.6666,0.7138,0.7138,25.189,66.5194,79,0.988499104976654,0,0,0.9993441700935364,0,0,0.8731617132822672,0,0,0.5398689905802408,0.33205264806747437,0,0.7968184616830614,0.1665735575887892,0,0.7001101473967234,0.23007574015193516,0,0.9999067187309265,0,0,0.7499300837516785,0,0.16630880534648895,0.6665891408920288,0.17461373408635458,0,0.886225680510203,0,0,0.9864791561575497,0,0,0.746734552523669,0.09466833928052117,0.117576984798207,0.9626942331140692,0,0,0.95445317029953,0,0,0.7691174608010513,0.07642193482472347,0.13905599942574134,0.6902790207129258,0.1532310155721811,0.15370381336945754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300212,易华录,,,2015/5/11,全景网,446,15,0,5.6397,4.7924,11.6365,2.0316,0.5401,83.2573,0.408,0.408,43.7518,21.0649,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998965263366699,0,0,0.9999020099639893,0,0,0.9999030590057373,0,0,0.9999041080474853,0,0,0.9999099969863892,0,0,0.9998997449874878,0,0,0.798897647857666,0.19995540380477905,0,0.5898560404777526,0.36474406719207764,0,0.9999071359634399,0,0,0.9998413026332855,0,0,0.6665866076946259,0.3332218925158183,0,0.8332008620103201,0.16659854849179587,0,0.9999140501022339,0,0,0.9998615980148315,0,0,0.9991119801998138,0,0,0.999122828245163,0,0
600587,新华医疗,,,2015/5/11,证券市场周刊,3426,16.86,1,6.7282,6.128,5.0763,1.068,0.6484,180.8953,0.8444,0.8444,59.6122,40.1644,16,0.799923300743103,0,0.19991217851638793,0.5998811602592469,0.1996474266052246,0.19986740350723267,0.7979588627815246,0.13998918533325194,0,0.5999388217926025,0.13998918533325194,0.19992282390594482,0.832621177037557,0,0.16659521063168845,0.8326196074485779,0,0.16659521063168845,0,0.9991162717342377,0,0,0.9995717704296112,0,0.7499294281005859,0,0.24212487041950226,0.7499294281005859,0,0.24212487041950226,0.6424870320728847,0,0.35671249883515493,0.7783843534333366,0,0.21392284546579635,0.899452292919159,0,0.09994049072265625,0.7994660615921021,0.09640911221504211,0.09994049072265625,0.6665982007980347,0.333238144715627,0,0.6665993531545004,0.333238144715627,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603077,和邦股份,,,2015/6/12,中国证券报,922,21.9,0,3.9473,3.5833,7.6415,0.6301,0.4095,73.3962,0.2816,0.2816,41.2153,79.0642,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999089241027832,0,0,0.9999089241027832,0,0,0.4999542236328125,0,0.4994305372238159,0,0.49911561608314514,0.49690017104148865,0.9998686994825091,0,0,0.4285315786089216,0.4266985058784485,0.14279785326548985,0.9998987118403116,0,0,0.9998870293299357,0,0,0.9999121427536011,0,0,0.999874472618103,0,0,0.999907374382019,0,0,0.999907374382019,0,0,0,0,0.9993410706520081,0.9998965263366699,0,0,0.9990586042404175,0,0,0.99905925989151,0,0
300104,乐视网,,,2015/6/12,自媒体,886,18.55,1,2.73,,0.53,1.22,1.07,,1.01,,77.53,46.34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601928,凤凰传媒,,,2015/6/12,自媒体,1337,18.8,1,5.9062,5.733,9.6849,1.8104,1.3845,61.5311,0.5777,0.5777,36.6703,46.3367,18,0.9999091625213623,0,0,0.999907374382019,0,0,0.9998879432678223,0,0,0.9999126195907593,0,0,0.9998955726623535,0,0,0.9998955726623535,0,0,0.9999123215675354,0,0,0.4999558925628662,0,0.4997952878475189,0.8887542287508646,0,0.11047546068827312,0.8814381957054138,0,0.11106160614225599,0.7999234199523926,0.19865447282791138,0,0.8999138355255127,0.09996045231819153,0,0.9125745996184971,0.0434652100438657,0.04334949410480002,0.912941575050354,0.0434652100438657,0.04344197978144106,0.8070167417709644,0,0.19046208033194909,0.7176823363854334,0.07178943203045772,0.18687584537726182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002751,易尚展示,,,2015/6/15,证券时报,121,2,0,6.88,,7.41,0.49,0.45,,0.51,,69.43,67.65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998385906219482,0,0,0.9998385906219482,0,0,0.49995362758636475,0,0.4985915720462799,0.9960226714611053,0,0,0.5285587310791016,0.05879852000404807,0.398047619006213,0.587898380616132,0.058799712096943575,0.34118462310117836,0.7381798028945923,0,0.24987486998240152,0.7491064220666885,0.04096688081820806,0.20508656402428946,0.6665971080462137,0.16642204920450845,0.16616776585578918,0.6665878693262736,0.3329319854577382,0,0.8051450507981437,0.10404557202543531,0.0713957782302584,0.9284867474011013,0.03562667753015246,0.035698688455990384
002468,艾迪西,,,2015/6/15,21世纪经济报道,3104,-7.24,1,1.4939,1.5177,-0.5788,1.2592,0.8281,111.3297,0.9068,0.9068,51.6147,36.6962,-3,0.9999148845672607,0,0,0.9999136924743652,0,0,0.9998787045478821,0,0,0.9998553991317749,0,0,0.9997460246086121,0,0,0.9998986721038818,0,0,0.999911348025004,0,0,0.9999136130015055,0,0,0.9989634454250336,0,0,0.9989634454250336,0,0,0.9999064207077026,0,0,0.9999064207077026,0,0,0.5999431371688843,0.19994393587112427,0.19588743448257445,0.7999222993850708,0,0.19990599155426025,0.9998981952667236,0,0,0.9999120235443115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601179,中国西电,,,2015/6/17,中国网财经,158,1,0,3.4342,3.3471,7.4575,2.0598,1.7361,71.9605,0.4203,0.4203,40.7457,25.0932,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999910831451416,0,0,0.999910831451416,0,0,0.999909520149231,0,0,0.999910831451416,0,0,0.9998776912689209,0,0,0,0.9975433349609375,0,0.9999019801616669,0,0,0.7499334514141083,0,0.2493666112422943,0.8460231102429904,0.15371988369868353,0,0.7687676503108098,0.15371988369868353,0.07254233268591073,0.8824113651558205,0.07405686378479004,0.03697025996667368,0.7712336292973271,0.07405663419652868,0.14786751181991012,0.6109713713328043,0.1665460036860572,0.22202159298790825,0.7664026154412164,0.05552999178568522,0.1665797001785702,0.9586394429206848,0,0,0.9561029076576233,0,0
600573,惠泉啤酒,,,2015/6/17,北京商报,648,-1.44,1,2.0528,2.0542,2.8804,8.504,5.9493,6.6135,0.6367,0.6367,6.1581,50.8521,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002310,东方园林,,,2015/6/19,中国证券报,352,8,0,5.9156,5.1417,12.8998,1.4899,0.7632,180.708,0.3498,0.3498,63.8299,18.4373,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999094009399414,0,0,0.9999094009399414,0,0,0.9998869895935059,0,0,0.998084545135498,0,0,0.9998016953468323,0,0,0.9999081823560927,0,0,0.49995601177215576,0.4998866021633148,0,0.9999109506607056,0,0,0.7999264001846313,0.19919698238372802,0,0.7999222040176391,0.1999524712562561,0,0.4999474883079529,0,0.4015912413597107,0.49995601177215576,0,0.4015912413597107,0.9998787641525269,0,0,0,0.9997592568397522,0,0,0,0.9995349645614624,0,0,0.9994791150093079
002036,汉麻产业,,,2015/6/21,证券市场红周刊,1728,1.532,1,8.6945,7.3771,11.1083,1.5816,1.1373,91.7521,0.5853,0.5853,45.3357,39.9138,5,0.9228433049642123,0,0.07686846989851731,0.8459306267591623,0,0.12959251495508048,0.8178699233315208,0.09060930663889105,0.0895296877080744,0.9087350693616,0,0.0895296877080744,0.8568613103457859,0,0.14259556361607142,0.7142014758927482,0.14280218737465994,0.14270859105246408,0.9997487366199493,0,0,0.4998609721660614,0.4998132139444351,0,0.9999092817306519,0,0,0.9999092817306519,0,0,0.7695786555608114,0,0.19963990847269694,0.7697133858998616,0.06659387747446696,0.13143192927042643,0.8723549544811249,0.09996951818466186,0,0.8989687621593475,0,0.09981301426887512,0.5974084322269146,0.30760801296967727,0.07101661425370437,0.866505884207212,0.07665462218798123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601766,中国中车,,,2015/6/25,证券日报,3070,26.5,1,5.8554,5.7344,6.578,1.2134,0.8598,204.4567,0.7925,0.7925,63.5621,34.1732,28,0.9999097585678101,0,0,0.9998389780521393,0,0,0,0,0.9345672130584717,0.9999122619628906,0,0,0.9229771494865417,0,0,0.6665960550308228,0,0.33319753408432007,0.8447568416595459,0,0,0.999848465124766,0,0,0.811689151496422,0.0728199700029885,0.10334955846391074,0.7381786347889319,0.08533495519219375,0.1576687264733198,0.6784015635274491,0.05658955731481876,0.25761728129296935,0.8243055163689379,0.037714059622782584,0.12603018868644283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300197,铁汉生态,,,2015/6/26,其他,416,2,0,7.8452,6.7857,12.581,1.762,1.0063,113.6395,0.4355,0.4355,52.9989,41.3571,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999134540557861,0,0,0.9998922348022461,0,0,0,0.9986836314201355,0,0,0.9986836314201355,0,0,0.9986603260040283,0,0,0.9984149932861328,0,0.9998918771743774,0,0,0.9999089241027832,0,0,0.6641711393992106,0.3076852162679036,0,0.6665953397750854,0.3323652744293213,0,0,0.7807396650314331,0,0,0.7807396650314331,0,0.9998813271522522,0,0,0.6665814717610677,0.3332512180010478,0,0.9999063968658447,0,0,0.9998390674591064,0,0
300368,汇金股份,,,2015/7/6,证券市场周刊,7221,3.3964,1,7.6751,6.0217,13.3343,3.2444,2.7928,26.0295,0.4462,0.4462,18.4682,51.3617,-4,0.7776478131612142,0.11005367173088922,0.11106752687030369,0.7773093183835348,0.11005367173088922,0.11105436748928493,0.8460572820443374,0.07686782341737014,0.07688622291271503,0.7691436043152442,0.07680740723243126,0.15377407807570237,0.997876505057017,0,0,0.9998156627019247,0,0,0.9999035596847534,0,0,0.9999088048934937,0,0,0.7121642657688686,0,0.2830075664179666,0.7805859233651843,0,0.2138905738081251,0.9999096989631653,0,0,0.49987199902534485,0,0.499808669090271,0.649504992696974,0.05547321173879835,0.269655274020301,0.7182326912879944,0.16654547717836168,0.11105670531590779,0.8552693384034293,0,0.14278904029301234,0.5713647093091693,0.1427982108933585,0.2855845945222037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002583,海能达,,,2015/7/7,全景网,239,6,0,7.9912,7.1563,7.8538,1.4604,1.112,101.3202,0.601,0.601,50.3279,37.9916,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9927675724029541,0,0,0.7624157865842184,0,0,0.9998904764652252,0,0,0.9998999238014221,0,0,0.7142099567822048,0.0714025582586016,0.19693684577941895,0.7856293661253793,0,0.19693684577941895,0.9998946785926819,0,0,0.9997133016586304,0,0,0.857019441468375,0,0.1417702010699681,0.8570471150534493,0,0.1417702010699681
300334,津膜科技,,,2015/7/7,全景网,98,0,0,4.3508,3.4584,5.2527,1.7457,1.3827,62.7955,0.3591,0.3591,38.0686,34.5391,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998502731323242,0,0,0.9999120235443115,0,0,0,0.9937892556190491,0,0.9999138116836548,0,0,0.49995583295822144,0,0.4946010112762451,0.49995511770248413,0,0.4946010112762451,0.9998096227645874,0,0,0.7499319314956665,0.24965402483940125,0,0.6086292474166207,0.043468488299328346,0.344324036784794,0.7259815516679183,0.04345433867495993,0.210990063522173,0.5453265851194208,0.36348691853609955,0.09087373451753096,0.8166361613707109,0.18159157037734985,0,0.999901533126831,0,0,0.999890923500061,0,0
000715,中兴商业,,,2015/7/7,上海证券报,3711,-6.74,1,4.08,4.1406,3.5976,1.3043,1.2351,89.1145,1.2592,1.2592,47.122,55.1312,-5,,,,,,,0.9999113082885742,0,0,0.9999115467071533,0,0,0,0.999776303768158,0,0.9999040365219116,0,0,0.999913215637207,0,0,0.9977409839630127,0,0,0.8418179311250386,0.10371374770214684,0.052611275723105984,0.94537752866745,0.05253915410292776,0,0.7045913679259164,0.14277521201542445,0.08472285100391932,0.8570612328393119,0,0.08472285100391932,0.5829696536064148,0.1851470112800598,0.19712815880775453,0.7924618899822236,0.09997482895851136,0.09959339499473571,0.8569710722991398,0,0.1428010208266122,0.8570444541318076,0,0.14279435787882125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002266,浙富控股,,,2015/7/12,证券时报,623,26,0,2.9524,2.9063,12.608,1.5427,1.0244,71.3646,0.1379,0.1379,39.7482,54.8693,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999125003814697,0,0,0.9999125003814697,0,0,0.9999128580093384,0,0,0.998084306716919,0,0,0,0.9920006990432739,0,0.9929138422012329,0,0,0.9998378753662109,0,0,0.9999120235443115,0,0,0.6664666732152303,0.16662966211636862,0.16660234332084656,0.666436493396759,0.16322654485702515,0.16660230358441672,0.7768329117033217,0.10401446289486355,0.11106629504097833,0.7768423755963644,0.11107873254352146,0.11106629504097833,0.8233275588820962,0.05880808479645673,0.11758660919526044,0.8822689056396484,0,0.11755077979143928,0.7640177024171707,0.04251878185475126,0.1911709853943358,0.8629733996188387,0.04252240378805931,0.08260090554014166
