股票代码,原文,标题,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,新闻来源备注,原文长度,情感分数,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2
601179,"　　6月16日晚间，中国西电发布捷报，公司近日陆续收到国家电网公司招投标管理中心、国网物资有限公司的《中标通知书》。

　　在国家电网公司“蒙西-天津南1000千伏特高压交流工程第一批设备招标”中，中国西电的开关类、变压器类及其他类产品中标金额总计16.51亿元，占2014年公司营业收入138.7亿元的11.9%。",中国西电发布公告称中标16.51亿元特高压大单,,,2015-06-17,中国网财经,,158,1.0,3.4342,3.3471,7.4575,2.0598,1.7361,71.9605,0.4203,0.4203,40.7457,25.0932,1
002310,"东方园林(002310,股吧)6月19日晚间公告称，公司于近日收到四川省遂宁市射洪县公共资源交易服务中心发来的《中标通知书》，确认公司为射洪县城南生态新城景观及基础设施建设PPP采购项目的中标单位。该项目采用PPP模式组建项目公司，项目总投资约20亿元（项目公司自筹），项目建设期约为10年，其中首期工程投资约4亿元，建设周期约为2年。

据介绍，该项目主要建设内容：射洪县城南生态景观打造及城市基础设施建设，其中首期建设内容包括沱牌大道南延段2公里范围主干道两侧景观带、沿线土地开发整理及市政基础设施、老鸦山公园及城南片区首期安置房建设。

东方园林表示，该项目一期投资金额占公司2014年度营业收入的8.55%。该项目签订正式合同并顺利实施后，将对公司2015年度及以后年度的经营业绩产生积极的影响。",东方园林中标总投资20亿元PPP项目,,,2015-06-19,中国证券报,,352,8.0,5.9156,5.1417,12.8998,1.4899,0.7632,180.708,0.3498,0.3498,63.8299,18.4373,8
300197,"6月25日，深圳市铁汉生态环境股份有限公司（以下简称“铁汉生态”）发布公告，称与常德市桃花源文化旅游投资开发集团有限公司签署《桃花源垸水溪故道水利综合整治工程—故渊湖、龙潭园林景观工程施工合同》，签约合同价为1.72亿元。

据介绍，本合同暂定价款为人民币 172,426,277.46 元，占铁汉生态 2014年度经审计营业收入 20.03 亿元的 8.61%。该项目顺利实施后，预计对公司 2015 年的经营业绩将产生积极的影响。

合同显示，工程建设内容为故渊湖、龙潭园林景观工程，包括园林景观、绿化、土石方、拦河坝、泵站、道路铺装及小品、给排水及电气安装工程等，其中故渊湖区域工程施工面积约 496000 ㎡（绿地面积约 67000㎡,水面面积约 378900 ㎡,硬质景观面积约 50200 ㎡）；龙潭区域工程施工面积约 67000 ㎡（绿地面积 11460 ㎡、水面面积 43400 ㎡、硬质景观面积 12950 ㎡）。",铁汉生态1.72亿元 签署桃花源垸水溪故道水利综合整治工程,,,2015-06-26,其他,,416,2.0,7.8452,6.7857,12.581,1.762,1.0063,113.6395,0.4355,0.4355,52.9989,41.3571,2
002583,"海能达（002583）周一晚间发布公告，公司中标亚的斯亚贝巴警察局应急指挥调度系统项目，项目金额为722.74万美元（折合人民币4480.97万元）。

　　该项目的主要建设内容，为亚的斯亚贝巴警察局提供覆盖亚的斯亚贝巴全市的专业无线通信网络和应急指挥调度系统，并提供相应的终端产品。根据中标通知书显示，该项目正式合同签署日不晚于当地时间2015年7月10日。

　　海能达表示，该项目的中标将有利于公司在埃塞俄比亚全国市场进行开拓和深耕，并有助于加快公司在非洲区域的市场拓展。",海能达中标723万美元指挥调度系统,,,2015-07-07,全景网,,239,6.0,7.9912,7.1563,7.8538,1.4604,1.112,101.3202,0.601,0.601,50.3279,37.9916,6
300334,津膜科技7月6日晚间公告，公司成为浙江美欣达印染集团股份有限公司“浙江美欣达印染集团股份有限公司污水零排放项目”的中标单位。中标金额为3960万元，约占公司2014年度经审计营业收入的7.55%。,津膜科技中标3960万元浙江美欣达印染集团污水零排放项目,,,2015-07-07,全景网,,98,0.0,4.3508,3.4584,5.2527,1.7457,1.3827,62.7955,0.3591,0.3591,38.0686,34.5391,0
002266,"　　浙富控股（002266）7月12日晚间公告，公司7月10日与车猫网签署了战略合作框架协议，公司将在汽车金融服务、互联网金融等业务领域与车猫网开展深入合作。未来可能的战略合作方式包括合资成立公司、战略入股和其他可行的合作方式。

　　公司表示，车猫网作为国内优秀并高速发展的O2O二手车交易互联网平台，目前业务迅猛发展，并积极布局汽车金融等新兴蓝海领域，未来有望与公司下属子公司浙富小额贷款股份有限公司在互联网金融等领域深入合作。公司此次与车猫网签署《战略合作框架协议》符合公司“大能源+互联网等新兴领域投资”的发展战略，是公司在新兴领域积极开拓的又一重要举措。

　　公司根据战略发展需要，拟与自然人孙毅、姚玮、郦琪共同出资1亿元在浙江设立浙富资本管理有限公司。其中，公司出资额为5100万元，占总出资额的51%。公司未来拟通过“浙富资本”打造专业化金融投资控股子平台，通过不断引入专业化金融行业管理团队，迅速提升和优化公司战略投资并购能力和资源整合实力，并打造具备全球化视野的能源及新兴产业资本合作平台。

　　此外，公司同时公告，公司7月10日收到埃塞俄比亚电力局的《中标通知书》，通知确定公司为亚的斯亚贝巴城配网改造项目的中标单位。标的物为亚的斯亚贝巴城配网改造供货和施工，中标总金额约人民币1.61亿元，预计到2016年9月交货完毕。此次中标总金额约占公司2014年度营业收入的23.48%。

　　公司股票将于7月13日开市起复牌。",浙富控股与车猫网签署战略合作协议 13日复牌,,,2015-07-12,证券时报,,623,26.0,2.9524,2.9063,12.608,1.5427,1.0244,71.3646,0.1379,0.1379,39.7482,54.8693,25
300367,"　　东方网力7月13日晚间公告，公司与上海齐家网信息科技股份有限公司(简称“齐家网”)、上海齐海电子商务服务股份有限公司(简称“齐海电商”)共同签署战略合作框架协议，三方将就智能家居安防系统解决方案的研究开发及市场营销进行合作。

　　根据协议，齐海电商、齐家网、东方网力三方致力于智能家居安防系统解决方案的研究开发及市场营销展开全方位深度战略合作。此次协议为战略合作框架协议，具体合作事宜需在每一项合作中进一步明确。

　　齐家网是国内领先的装修、建材、家居领域电子商务网站，致力于打造家装行业的领军平台O2O整合营销，为客户提供便捷的家装体验和服务，提供测量、服务等数据。

　　齐海电商是广州海鸥卫浴用品股份有限公司与其控股子公司珠海承鸥卫浴用品有限公司共同发起成立的公司，定位于为品牌客户提供营销策划以及智能家居产品的电子商务平台。

　　东方网力主要从事视频处理核心技术的持续研发，为行业用户、运营商和企业用户提供全面的视频监控应用解决方案和高品质视频存储产品，并为城市反恐应急、物联网、数字城市、移动互联网提供视频应用支撑。

　　公司7月8日发布停牌公告，称拟收购动力盈科100%股权加码安防主业。而此次牵手齐海电商和齐家网，则是公司智能家居和节能产品、电商业务的一次拓展，将催化公司的视频互联业务向大众消费领域加速渗透，并对互联网家居与大数据等领域进行市场探索。",东方网力拓展家居安防市场,,,2015-07-14,中国证券报,,589,15.8,12.41,,24.43,1.85,1.64,,0.39,,41.88,44.71,15
000558,"　　莱茵置业（000558）7月24日晚间公告，为积极响应《国务院关于加快发展体育产业促进体育消费的若干意见》——国发〔2014〕46 号文件精神，增强全民健身意识，并加快落实公司与中国体育报业总社（以下简称“体报总社”）所签署的《合作框架协议》，2015年7月24日，公司全资子公司莱茵国际体育投资管理有限公司（以下“莱茵国际体育”）与体报总社之全资子公司健与美（北京）文化发展有限公司（以下简称“健与美文化”）签署了《关于全国家庭健身挑战赛的合作协议》。

　　公司表示，全资子公司莱茵国际体育与体育报业总社之全资子公司合作开展全国家庭健身挑战赛，是公司与体育报业总社达成全面合作协议以来落地的首个全国性赛事项目，双方将结合各自优势资源共同推进赛事的全民推广工作。通过举办本项群众基础扎实且参与性强的全民健身赛事，有利于进一步扩大公司体育行业市场影响力，增强公司综合竞争实力。

",莱茵置业加速推进体育产业合作,,,2015-07-24,证券时报,,392,17.4,-8.5259,-11.3079,-13.1374,2.5559,1.7633,115.2895,0.6734,0.6734,52.1308,29.6331,15
002316,　　键桥通讯(002316)7月27日晚间公告，公司全资子公司南京凌云科技发展有限公司，在银川兵沟黄河公路大桥及连接线项目机电工程施工中标公示中被评为中标人。中标价为5345.67万元，约占公司2014年度经审计的营业总收入的10.33%。,键桥通讯子公司中标5345万元施工合同,,,2015-07-27,证券时报,,120,1.0,2.9304,2.8956,1.9339,1.3969,1.2473,128.0641,0.438,0.438,56.1326,29.3015,1
600567,"山鹰纸业7月31日晚间披露，公司在湖北黄冈设立的子公司山鹰纸业（湖北）有限公司近日取得了营业执照（注册号421100000052691），公司全面进军湖北市场。
　　山鹰纸业（湖北）有限公司注册资本5000万元整，经营范围为纸板、瓦楞纸、箱板纸制造；生活用纸制造、加工。
　　公司称，通过在湖北省黄冈市设立子公司，公司可以充分利用湖北的区域和市场优势，进一步扩大生产规模，增强生产能力，提高市场占有率，提升公司行业影响力和综合竞争能力。",山鹰纸业设立湖北子公司 提升市场占有率,,,2015-07-31,上海证券报,,218,5.8,4.085,4.0945,1.2655,0.636,0.4627,199.9985,0.5303,0.5303,66.4666,64.4441,5
